Date,Time,Order,Payment,Card,CardType,Item,TotalPrice,Phone,Firstname,Lastname,Staff
2025-02-27,13:29:48,20250227006,card,5048-3731-9168-2578,mastercard,Rinderrouladen,7.0,87675612,Trescha,Charer,STAFF-04
2025-02-27,13:29:48,20250227006,card,5048-3731-9168-2578,mastercard,Rinderrouladen,7.0,87675612,Trescha,Charer,STAFF-04
2025-02-27,14:23:16,20250227007,card,4041-5983-0923-0064,visa,Gudeg,3,96635216,Hurley,Jiggins,STAFF-10
2025-02-27,14:43:19,20250227008,card,3723-0198-4235-5090,americanexpress,Rendang,4,,,,STAFF-03
2025-02-27,15:47:51,20250227009,card,3723-0123-8865-1920,americanexpress,Gudeg,10,96119890,Duff,Wormleighton,STAFF-05
2025-02-27,15:47:51,20250227009,card,3723-0123-8865-1920,americanexpress,Gudeg,10,96119890,Duff,Wormleighton,STAFF-05
2025-02-27,15:47:51,20250227009,card,3723-0123-8865-1920,americanexpress,Gudeg,10,96119890,Duff,Wormleighton,STAFF-05
2025-02-27,15:47:51,20250227009,card,3723-0123-8865-1920,americanexpress,Gudeg,10,96119890,Duff,Wormleighton,STAFF-06
2025-02-27,17:12:56,20250227010,card,5502-6297-0565-1642,mastercard,Gudeg,3,93099528,Rosemarie,Fearnyhough,STAFF-07
2025-02-27,17:23:10,20250227011,card,3723-0123-8865-1920,americanexpress,Gudeg,9,96119890,Duff,Wormleighton,STAFF-08
2025-02-27,17:23:10,20250227011,card,3723-0123-8865-1920,americanexpress,Gudeg,9,96119890,Duff,Wormleighton,STAFF-08
2025-02-27,17:23:10,20250227011,card,3723-0123-8865-1920,americanexpress,Gudeg,9,96119890,Duff,Wormleighton,STAFF-08
2025-02-27,17:53:13,20250227012,card,4017-9598-3324-2845,visa,Rendang,16,,,,STAFF-09
2025-02-27,17:53:13,20250227012,card,4017-9598-3324-2845,visa,Rendang,16,,,,STAFF-09
2025-02-27,17:53:13,20250227012,card,4017-9598-3324-2845,visa,Rendang,16,,,,STAFF-09
2025-02-27,17:53:13,20250227012,card,4017-9598-3324-2845,visa,Rendang,16,,,,STAFF-09
2025-02-27,18:17:29,20250227013,card,5048-3787-9982-0603,mastercard,Rendang,12,89881533,Artemas,Delgado,STAFF-10
2025-02-27,18:17:29,20250227013,card,5048-3787-9982-0603,mastercard,Rendang,12,89881533,Artemas,Delgado,STAFF-10
2025-02-27,18:17:29,20250227013,card,5048-3787-9982-0603,mastercard,Rendang,12,89881533,Artemas,Delgado,STAFF-10
2025-02-27,18:38:41,20250227014,card,3723-0137-2206-2110,americanexpress,Palak Paneer,8,94843792,Vyky,Balcon,STAFF-11
2025-02-27,18:38:41,20250227014,card,3723-0137-2206-2110,americanexpress,Palak Paneer,8,94843792,Vyky,Balcon,STAFF-11
2025-02-27,18:40:02,20250227015,card,5100-1418-9258-9235,mastercard,Sauerbraten,22,88553346,Lynelle,Volkes,STAFF-01
2025-02-27,18:40:02,20250227015,card,5100-1418-9258-9235,mastercard,Sauerbraten,22,88553346,Lynelle,Volkes,STAFF-01
2025-02-27,18:40:02,20250227015,card,5100-1418-9258-9235,mastercard,Sauerbraten,22,88553346,Lynelle,Volkes,STAFF-01
2025-02-27,18:40:02,20250227015,card,5100-1418-9258-9235,mastercard,Sauerbraten,22,88553346,Lynelle,Volkes,STAFF-12
2025-02-27,18:40:02,20250227015,card,5100-1418-9258-9235,mastercard,Sauerbraten,22,88553346,Lynelle,Volkes,STAFF-12
2025-02-27,18:40:02,20250227015,card,5100-1418-9258-9235,mastercard,Sauerbraten,22,88553346,Lynelle,Volkes,STAFF-12
2025-02-27,19:14:16,20250227016,card,5552-5450-4988-6166,mastercard,Rendang,14,82025539,Alidia,Gilcriest,STAFF-03
2025-02-27,19:14:16,20250227016,card,5552-5450-4988-6166,mastercard,Rendang,14,82025539,Alidia,Gilcriest,STAFF-03
2025-02-27,19:14:16,20250227016,card,5552-5450-4988-6166,mastercard,Rendang,14,82025539,Alidia,Gilcriest,STAFF-03
2025-02-27,19:14:16,20250227016,card,5552-5450-4988-6166,mastercard,Rendang,14,82025539,Alidia,Gilcriest,STAFF-03
2025-02-27,20:02:07,20250227017,card,4041-3789-4360-9000,visa,Palak Paneer,14,92129218,Bentley,Agutter,STAFF-06
2025-02-27,20:02:07,20250227017,card,4041-3789-4360-9000,visa,Palak Paneer,14,92129218,Bentley,Agutter,STAFF-06
2025-02-27,20:02:07,20250227017,card,4041-3789-4360-9000,visa,Palak Paneer,14,92129218,Bentley,Agutter,STAFF-06
2025-02-27,20:02:07,20250227017,card,4041-3789-4360-9000,visa,Palak Paneer,14,92129218,Bentley,Agutter,STAFF-06
2025-02-28,06:52:46,20250228001,card,4041-5983-0923-0064,visa,Rinderrouladen,10.5,96635216,Hurley,Jiggins,STAFF-02
2025-02-28,06:52:46,20250228001,card,4041-5983-0923-0064,visa,Rinderrouladen,10.5,96635216,Hurley,Jiggins,STAFF-04
2025-02-28,06:52:46,20250228001,card,4041-5983-0923-0064,visa,Rinderrouladen,10.5,96635216,Hurley,Jiggins,STAFF-04
2025-02-28,07:18:37,20250228002,card,3493-4376-6841-1460,americanexpress,Palak Paneer,8,94579059,Phil,Riche,STAFF-08
2025-02-28,07:18:37,20250228002,card,3493-4376-6841-1460,americanexpress,Palak Paneer,8,94579059,Phil,Riche,STAFF-08
2025-02-28,08:09:58,20250228003,card,3723-0106-5106-8270,americanexpress,Thunder Tea Rice,2.5,82301629,Raimundo,Polley,STAFF-07
2025-02-28,09:02:38,20250228004,card,5007-6619-9301-7186,mastercard,Rinderrouladen,3.5,86074360,Torey,Birtonshaw,STAFF-05
2025-02-28,14:44:28,20250228005,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-09
2025-02-28,14:44:28,20250228005,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-09
2025-02-28,14:44:28,20250228005,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-10
2025-02-28,14:47:52,20250228006,card,4041-5983-0923-0064,visa,Gudeg,3,96635216,Hurley,Jiggins,STAFF-11
2025-02-28,14:52:02,20250228007,card,5002-3598-6795-3942,mastercard,Rendang,4,83689372,Jeri,Giuroni,STAFF-12
2025-02-28,15:19:19,20250228008,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-01
2025-02-28,15:19:19,20250228008,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-01
2025-02-28,15:19:19,20250228008,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-01
2025-02-28,16:22:27,20250228009,card,3461-8082-5230-6030,americanexpress,Sauerbraten,4,84338628,Hunfredo,Dingsdale,STAFF-02
2025-02-28,16:30:07,20250228010,card,3723-0123-8865-1920,americanexpress,Gudeg,6,96119890,Duff,Wormleighton,STAFF-03
2025-02-28,16:30:07,20250228010,card,3723-0123-8865-1920,americanexpress,Gudeg,6,96119890,Duff,Wormleighton,STAFF-03
2025-02-28,17:21:01,20250228011,card,5002-3598-6795-3942,mastercard,Rendang,4,83689372,Jeri,Giuroni,STAFF-04
2025-02-28,17:31:04,20250228012,card,4041-5945-7772-8000,visa,Rinderrouladen,3.5,81078685,Charlene,Denison,STAFF-05
2025-02-28,17:32:17,20250228013,card,3723-0123-8865-1920,americanexpress,Gudeg,3,96119890,Duff,Wormleighton,STAFF-06
2025-02-28,17:33:49,20250228014,card,5502-6297-0565-1642,mastercard,Gudeg,9,93099528,Rosemarie,Fearnyhough,STAFF-07
2025-02-28,17:33:49,20250228014,card,5502-6297-0565-1642,mastercard,Gudeg,9,93099528,Rosemarie,Fearnyhough,STAFF-07
2025-02-28,17:33:49,20250228014,card,5502-6297-0565-1642,mastercard,Gudeg,9,93099528,Rosemarie,Fearnyhough,STAFF-07
2025-02-28,18:53:49,20250228015,card,4438-9597-5744-4394,visa,Rendang,4,98499105,Cathrin,Darte,STAFF-08
2025-03-01,10:31:46,20250301001,card,3723-0137-2206-2110,americanexpress,Palak Paneer,8,94843792,Vyky,Balcon,STAFF-11
2025-03-01,10:31:46,20250301001,card,3723-0137-2206-2110,americanexpress,Palak Paneer,8,94843792,Vyky,Balcon,STAFF-11
2025-03-01,11:24:05,20250301002,card,5502-6297-0565-1642,mastercard,Gudeg,3,93099528,Rosemarie,Fearnyhough,STAFF-09
2025-03-01,11:27:58,20250301003,card,4017-9529-3194-7000,visa,Gudeg,3,96363022,Leonore,Caught,STAFF-10
2025-03-01,14:43:24,20250301004,card,4017-9598-3324-2845,visa,Rendang,4,91383797,Sayers,Reece,STAFF-12
2025-03-01,15:02:31,20250301005,card,3742-8332-8323-6620,americanexpress,Gudeg,3,87854751,Boris,Calendar,STAFF-01
2025-03-01,15:08:20,20250301006,card,3379-4106-5572-7020,americanexpress,Rinderrouladen,7.0,89554401,Dacie,Leitche,STAFF-02
2025-03-01,15:08:20,20250301006,card,3379-4106-5572-7020,americanexpress,Rinderrouladen,7.0,89554401,Dacie,Leitche,STAFF-02
2025-03-01,16:42:13,20250301007,card,3723-0137-2206-2110,americanexpress,Palak Paneer,4,94843792,Vyky,Balcon,STAFF-03
2025-03-01,17:08:34,20250301008,card,5100-1376-7483-5499,mastercard,Gudeg,3,89219230,Doroteya,Haitlie,STAFF-04
2025-03-02,09:58:15,20250302001,card,4041-5983-0923-0064,visa,Sauerbraten,4,96635216,Hurley,Jiggins,STAFF-05
2025-03-02,12:17:36,20250302002,card,3723-0181-0164-3290,americanexpress,Rendang,4,96569513,Morissa,Coote,STAFF-06
2025-03-02,13:36:20,20250302003,card,4041-3765-7502-3000,visa,Rinderrouladen,3.5,91737055,Erin,Culy,STAFF-07
2025-03-02,15:22:17,20250302004,card,3742-8332-8323-6620,americanexpress,Gudeg,14.0,87854751,Boris,Calendar,STAFF-08
2025-03-02,15:22:17,20250302004,card,3742-8332-8323-6620,americanexpress,Gudeg,14.0,87854751,Boris,Calendar,STAFF-08
2025-03-02,15:22:17,20250302004,card,3742-8332-8323-6620,americanexpress,Gudeg,14.0,87854751,Boris,Calendar,STAFF-08
2025-03-02,15:22:17,20250302004,card,3742-8332-8323-6620,americanexpress,Rinderrouladen,14.0,87854751,Boris,Calendar,STAFF-09
2025-03-02,15:22:17,20250302004,card,3742-8332-8323-6620,americanexpress,Rinderrouladen,14.0,87854751,Boris,Calendar,STAFF-09
2025-03-02,15:24:45,20250302005,card,5502-6297-0565-1642,mastercard,Gudeg,6,93099528,Rosemarie,Fearnyhough,STAFF-10
2025-03-02,15:24:45,20250302005,card,5502-6297-0565-1642,mastercard,Gudeg,6,93099528,Rosemarie,Fearnyhough,STAFF-10
2025-03-03,08:24:02,20250303001,card,3493-4376-6841-1460,americanexpress,Palak Paneer,8,94579059,Phil,Riche,STAFF-11
2025-03-03,08:24:02,20250303001,card,3493-4376-6841-1460,americanexpress,Palak Paneer,8,94579059,Phil,Riche,STAFF-11
2025-03-03,09:46:52,20250303002,card,3467-4087-3366-4660,americanexpress,Rendang,14,84955015,Trumann,Ranyell,STAFF-01
2025-03-03,09:46:52,20250303002,card,3467-4087-3366-4660,americanexpress,Rendang,14,84955015,Trumann,Ranyell,STAFF-01
2025-03-03,09:46:52,20250303002,card,3467-4087-3366-4660,americanexpress,Sauerbraten,14,84955015,Trumann,Ranyell,STAFF-12
2025-03-03,09:46:52,20250303002,card,3467-4087-3366-4660,americanexpress,Sauerbraten,14,84955015,Trumann,Ranyell,STAFF-12
2025-03-03,10:21:25,20250303003,card,4017-9579-4857-1488,visa,Ayam Balado,16,,,,STAFF-03
2025-03-03,10:21:25,20250303003,card,4017-9579-4857-1488,visa,Ayam Balado,16,,,,STAFF-03
2025-03-03,10:21:25,20250303003,card,4017-9579-4857-1488,visa,Ayam Balado,16,,,,STAFF-03
2025-03-03,10:21:25,20250303003,card,4017-9579-4857-1488,visa,Ayam Balado,16,,,,STAFF-03
2025-03-03,10:24:47,20250303004,card,5599-1882-9547-3093,mastercard,Ayam Balado,8,88551014,Clyve,Hastilow,STAFF-04
2025-03-03,10:24:47,20250303004,card,5599-1882-9547-3093,mastercard,Ayam Balado,8,88551014,Clyve,Hastilow,STAFF-04
2025-03-03,12:58:08,20250303005,card,3723-0137-2206-2110,americanexpress,Palak Paneer,14,94843792,Vyky,Balcon,STAFF-06
2025-03-03,12:58:08,20250303005,card,3723-0137-2206-2110,americanexpress,Palak Paneer,14,94843792,Vyky,Balcon,STAFF-06
2025-03-03,12:58:08,20250303005,card,3723-0137-2206-2110,americanexpress,Palak Paneer,14,94843792,Vyky,Balcon,STAFF-06
2025-03-03,12:58:08,20250303005,card,3723-0137-2206-2110,americanexpress,Palak Paneer,14,94843792,Vyky,Balcon,STAFF-06
2025-03-03,15:11:01,20250303006,card,5002-3598-6795-3942,mastercard,Rendang,8,83689372,Jeri,Giuroni,STAFF-05
2025-03-03,15:11:01,20250303006,card,5002-3598-6795-3942,mastercard,Rendang,8,83689372,Jeri,Giuroni,STAFF-05
2025-03-03,15:47:59,20250303007,card,4296-6032-9072-9959,visa,Gudeg,6,86998072,Atlante,Shemming,STAFF-07
2025-03-03,15:47:59,20250303007,card,4296-6032-9072-9959,visa,Gudeg,6,86998072,Atlante,Shemming,STAFF-07
2025-03-03,16:14:50,20250303008,card,5346-6206-5400-9585,mastercard,Sauerbraten,4,91186677,Cesar,Snelgar,STAFF-02
2025-03-03,16:16:35,20250303009,card,5002-3598-6795-3942,mastercard,Rendang,8,83689372,Jeri,Giuroni,STAFF-08
2025-03-03,16:16:35,20250303009,card,5002-3598-6795-3942,mastercard,Rendang,8,83689372,Jeri,Giuroni,STAFF-08
2025-03-03,16:18:27,20250303010,card,4041-5911-5286-3000,visa,Rendang,8,92511931,Moishe,Cona,STAFF-09
2025-03-03,16:18:27,20250303010,card,4041-5911-5286-3000,visa,Rendang,8,92511931,Moishe,Cona,STAFF-09
2025-03-03,16:40:29,20250303011,card,4041-3720-7477-2225,visa,Palak Paneer,14,96453622,Dimitry,Kettlesting,STAFF-11
2025-03-03,16:40:29,20250303011,card,4041-3720-7477-2225,visa,Palak Paneer,14,96453622,Dimitry,Kettlesting,STAFF-11
2025-03-03,16:40:29,20250303011,card,4041-3720-7477-2225,visa,Palak Paneer,14,96453622,Dimitry,Kettlesting,STAFF-11
2025-03-03,16:40:29,20250303011,card,4041-3720-7477-2225,visa,Palak Paneer,14,96453622,Dimitry,Kettlesting,STAFF-12
2025-03-03,16:52:12,20250303012,card,3723-0123-8865-1920,americanexpress,Gudeg,9,96119890,Duff,Wormleighton,STAFF-10
2025-03-03,16:52:12,20250303012,card,3723-0123-8865-1920,americanexpress,Gudeg,9,96119890,Duff,Wormleighton,STAFF-10
2025-03-03,16:52:12,20250303012,card,3723-0123-8865-1920,americanexpress,Gudeg,9,96119890,Duff,Wormleighton,STAFF-10
2025-03-03,17:28:43,20250303013,card,4041-5945-7772-8000,visa,Rinderrouladen,3.5,81078685,Charlene,Denison,STAFF-01
2025-03-03,17:31:22,20250303014,card,4017-9529-3194-7000,visa,Ayam Balado,26,96363022,Leonore,Caught,STAFF-04
2025-03-03,17:31:22,20250303014,card,4017-9529-3194-7000,visa,Ayam Balado,26,96363022,Leonore,Caught,STAFF-04
2025-03-03,17:31:22,20250303014,card,4017-9529-3194-7000,visa,Ayam Balado,26,96363022,Leonore,Caught,STAFF-04
2025-03-03,17:31:22,20250303014,card,4017-9529-3194-7000,visa,Ayam Balado,26,96363022,Leonore,Caught,STAFF-04
2025-03-03,17:31:22,20250303014,card,4017-9529-3194-7000,visa,Gudeg,26,96363022,Leonore,Caught,STAFF-03
2025-03-03,17:31:22,20250303014,card,4017-9529-3194-7000,visa,Gudeg,26,96363022,Leonore,Caught,STAFF-03
2025-03-03,17:31:22,20250303014,card,4017-9529-3194-7000,visa,Gudeg,26,96363022,Leonore,Caught,STAFF-03
2025-03-03,17:31:22,20250303014,card,4017-9529-3194-7000,visa,Gudeg,26,96363022,Leonore,Caught,STAFF-05
2025-03-03,17:57:33,20250303015,card,5100-1418-9258-9235,mastercard,Ayam Balado,14,88553346,Lynelle,Volkes,STAFF-06
2025-03-03,17:57:33,20250303015,card,5100-1418-9258-9235,mastercard,Ayam Balado,14,88553346,Lynelle,Volkes,STAFF-06
2025-03-03,17:57:33,20250303015,card,5100-1418-9258-9235,mastercard,Ayam Balado,14,88553346,Lynelle,Volkes,STAFF-07
2025-03-03,17:57:33,20250303015,card,5100-1418-9258-9235,mastercard,Ayam Balado,14,88553346,Lynelle,Volkes,STAFF-07
2025-03-03,18:03:05,20250303016,card,5007-6619-9301-7186,mastercard,Rinderrouladen,3.5,86074360,Torey,Birtonshaw,STAFF-02
2025-03-03,18:46:53,20250303017,card,4438-9597-5744-4394,visa,Rendang,14,98499105,Cathrin,Darte,STAFF-08
2025-03-03,18:46:53,20250303017,card,4438-9597-5744-4394,visa,Rendang,14,98499105,Cathrin,Darte,STAFF-08
2025-03-03,18:46:53,20250303017,card,4438-9597-5744-4394,visa,Rendang,14,98499105,Cathrin,Darte,STAFF-08
2025-03-03,18:46:53,20250303017,card,4438-9597-5744-4394,visa,Rendang,14,98499105,Cathrin,Darte,STAFF-08
2025-03-04,07:19:22,20250304001,card,3493-4376-6841-1460,americanexpress,Palak Paneer,8,94579059,Phil,Riche,STAFF-11
2025-03-04,07:19:22,20250304001,card,3493-4376-6841-1460,americanexpress,Palak Paneer,8,94579059,Phil,Riche,STAFF-11
2025-03-04,07:31:55,20250304002,card,4041-5983-0923-0064,visa,Gudeg,3,96635216,Hurley,Jiggins,STAFF-09
2025-03-04,08:51:45,20250304003,card,3746-2205-6691-0160,americanexpress,Rinderrouladen,7.0,88451719,Ketty,Bruyett,STAFF-12
2025-03-04,08:51:45,20250304003,card,3746-2205-6691-0160,americanexpress,Rinderrouladen,7.0,88451719,Ketty,Bruyett,STAFF-12
2025-03-04,09:09:32,20250304004,card,4041-5983-0923-0064,visa,Gudeg,9,96635216,Hurley,Jiggins,STAFF-01
2025-03-04,09:09:32,20250304004,card,4041-5983-0923-0064,visa,Gudeg,9,96635216,Hurley,Jiggins,STAFF-01
2025-03-04,09:09:32,20250304004,card,4041-5983-0923-0064,visa,Gudeg,9,96635216,Hurley,Jiggins,STAFF-10
2025-03-04,09:58:37,20250304005,card,4017-9551-4406-8000,visa,Gudeg,9,,,,STAFF-03
2025-03-04,09:58:37,20250304005,card,4017-9551-4406-8000,visa,Gudeg,9,,,,STAFF-03
2025-03-04,09:58:37,20250304005,card,4017-9551-4406-8000,visa,Gudeg,9,,,,STAFF-03
2025-03-04,11:04:02,20250304006,card,5007-6605-1716-4193,mastercard,Rinderrouladen,10.5,82603173,Linell,Hubbins,STAFF-02
2025-03-04,11:04:02,20250304006,card,5007-6605-1716-4193,mastercard,Rinderrouladen,10.5,82603173,Linell,Hubbins,STAFF-02
2025-03-04,11:04:02,20250304006,card,5007-6605-1716-4193,mastercard,Rinderrouladen,10.5,82603173,Linell,Hubbins,STAFF-02
2025-03-04,11:05:07,20250304007,card,5010-1232-4785-0024,mastercard,Gudeg,3,96177102,Gaston,Rudgerd,STAFF-04
2025-03-04,11:46:41,20250304008,card,4296-6032-9072-9959,visa,Gudeg,6,86998072,Atlante,Shemming,STAFF-05
2025-03-04,11:46:41,20250304008,card,4296-6032-9072-9959,visa,Gudeg,6,86998072,Atlante,Shemming,STAFF-06
2025-03-04,11:51:35,20250304009,card,5100-1727-2300-3849,mastercard,Gudeg,6,94419437,Gabrielle,Puvia,STAFF-07
2025-03-04,11:51:35,20250304009,card,5100-1727-2300-3849,mastercard,Gudeg,6,94419437,Gabrielle,Puvia,STAFF-07
2025-03-04,12:25:59,20250304010,card,3723-0181-0164-3290,americanexpress,Sauerbraten,4,96569513,Morissa,Coote,STAFF-09
2025-03-04,16:48:58,20250304011,card,4296-6032-9072-9959,visa,Gudeg,6,86998072,Atlante,Shemming,STAFF-08
2025-03-04,16:48:58,20250304011,card,4296-6032-9072-9959,visa,Gudeg,6,86998072,Atlante,Shemming,STAFF-08
2025-03-04,18:43:22,20250304012,card,4041-3725-8460-7000,visa,Sauerbraten,12,93086562,Cobby,Jalland,STAFF-11
2025-03-04,18:43:22,20250304012,card,4041-3725-8460-7000,visa,Sauerbraten,12,93086562,Cobby,Jalland,STAFF-11
2025-03-04,18:43:22,20250304012,card,4041-3725-8460-7000,visa,Sauerbraten,12,93086562,Cobby,Jalland,STAFF-11
2025-03-04,19:10:09,20250304013,card,4017-9535-7251-8000,visa,Rendang,12,,,,STAFF-10
2025-03-04,19:10:09,20250304013,card,4017-9535-7251-8000,visa,Rendang,12,,,,STAFF-10
2025-03-04,19:10:09,20250304013,card,4017-9535-7251-8000,visa,Rendang,12,,,,STAFF-10
2025-03-04,20:09:01,20250304014,card,3723-0135-2440-1370,americanexpress,Rendang,4,89351304,Curtice,Camell,STAFF-12
2025-03-05,08:39:52,20250305001,card,4041-5983-0923-0064,visa,Rinderrouladen,12.0,96635216,Hurley,Jiggins,STAFF-01
2025-03-05,08:39:52,20250305001,card,4041-5983-0923-0064,visa,Rinderrouladen,12.0,96635216,Hurley,Jiggins,STAFF-01
2025-03-05,08:39:52,20250305001,card,4041-5983-0923-0064,visa,Rinderrouladen,12.0,96635216,Hurley,Jiggins,STAFF-01
2025-03-05,08:39:52,20250305001,card,4041-5983-0923-0064,visa,Rinderrouladen,12.0,96635216,Hurley,Jiggins,STAFF-01
2025-03-05,09:38:24,20250305002,card,4296-6032-9072-9959,visa,Gudeg,3,86998072,Atlante,Shemming,STAFF-03
2025-03-05,10:01:14,20250305003,card,4017-9529-3194-7000,visa,Gudeg,9,96363022,Leonore,Caught,STAFF-04
2025-03-05,10:01:14,20250305003,card,4017-9529-3194-7000,visa,Gudeg,9,96363022,Leonore,Caught,STAFF-05
2025-03-05,10:01:14,20250305003,card,4017-9529-3194-7000,visa,Gudeg,9,96363022,Leonore,Caught,STAFF-05
2025-03-05,10:10:51,20250305004,card,3742-8808-4028-4050,americanexpress,Palak Paneer,4,82834426,Carissa,Goseling,STAFF-06
2025-03-05,10:40:35,20250305005,card,3723-0156-3577-6850,americanexpress,Rinderrouladen,10.5,96817423,Beale,Hoyt,STAFF-02
2025-03-05,10:40:35,20250305005,card,3723-0156-3577-6850,americanexpress,Rinderrouladen,10.5,96817423,Beale,Hoyt,STAFF-02
2025-03-05,10:40:35,20250305005,card,3723-0156-3577-6850,americanexpress,Rinderrouladen,10.5,96817423,Beale,Hoyt,STAFF-02
2025-03-05,11:08:32,20250305006,card,3723-0137-2206-2110,americanexpress,Palak Paneer,8,94843792,Vyky,Balcon,STAFF-08
2025-03-05,11:08:32,20250305006,card,3723-0137-2206-2110,americanexpress,Palak Paneer,8,94843792,Vyky,Balcon,STAFF-08
2025-03-05,11:10:54,20250305007,card,5100-1465-5589-1612,mastercard,Sauerbraten,4,,,,STAFF-07
2025-03-05,11:38:51,20250305008,card,4017-9529-3194-7000,visa,Gudeg,6,96363022,Leonore,Caught,STAFF-09
2025-03-05,11:38:51,20250305008,card,4017-9529-3194-7000,visa,Gudeg,6,96363022,Leonore,Caught,STAFF-09
2025-03-05,11:41:22,20250305009,card,4296-6032-9072-9959,visa,Gudeg,6,86998072,Atlante,Shemming,STAFF-10
2025-03-05,11:41:22,20250305009,card,4296-6032-9072-9959,visa,Gudeg,6,86998072,Atlante,Shemming,STAFF-10
2025-03-05,12:12:56,20250305010,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-11
2025-03-05,12:12:56,20250305010,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-11
2025-03-05,12:12:56,20250305010,card,5100-1727-2300-3849,mastercard,Gudeg,9,94419437,Gabrielle,Puvia,STAFF-11
2025-03-05,15:07:51,20250305011,card,5002-3598-6795-3942,mastercard,Rendang,4,83689372,Jeri,Giuroni,STAFF-12
2025-03-05,15:21:36,20250305012,card,4041-5911-5286-3000,visa,Rendang,14,92511931,Moishe,Cona,STAFF-01
2025-03-05,15:21:36,20250305012,card,4041-5911-5286-3000,visa,Rendang,14,92511931,Moishe,Cona,STAFF-01
2025-03-05,15:21:36,20250305012,card,4041-5911-5286-3000,visa,Rendang,14,92511931,Moishe,Cona,STAFF-01
2025-03-05,15:21:36,20250305012,card,4041-5911-5286-3000,visa,Rendang,14,92511931,Moishe,Cona,STAFF-01
2025-03-05,15:25:11,20250305013,card,3742-8807-8793-0710,americanexpress,Ayam Balado,4,91564522,Karney,Jollands,STAFF-03
2025-03-05,17:09:57,20250305014,card,5007-6605-1716-4193,mastercard,Rinderrouladen,7.0,82603173,Linell,Hubbins,STAFF-02
2025-03-05,17:09:57,20250305014,card,5007-6605-1716-4193,mastercard,Rinderrouladen,7.0,82603173,Linell,Hubbins,STAFF-02
2025-03-05,17:16:24,20250305015,card,5448-5878-0494-2105,mastercard,Thunder Tea Rice,2.5,99438370,Melloney,Punton,STAFF-06
2025-03-05,17:31:41,20250305016,card,5002-3598-6795-3942,mastercard,Rendang,8,83689372,Jeri,Giuroni,STAFF-04
2025-03-05,17:31:41,20250305016,card,5002-3598-6795-3942,mastercard,Rendang,8,83689372,Jeri,Giuroni,STAFF-04
2025-03-05,18:13:27,20250305017,card,4041-3720-7477-2225,visa,Palak Paneer,12,96453622,Dimitry,Kettlesting,STAFF-08
2025-03-05,18:13:27,20250305017,card,4041-3720-7477-2225,visa,Palak Paneer,12,96453622,Dimitry,Kettlesting,STAFF-08
2025-03-05,18:13:27,20250305017,card,4041-3720-7477-2225,visa,Palak Paneer,12,96453622,Dimitry,Kettlesting,STAFF-08
2025-03-05,19:02:57,20250305018,card,3737-9377-4477-3910,americanexpress,Sauerbraten,8,,,,STAFF-05
2025-03-05,19:02:57,20250305018,card,3737-9377-4477-3910,americanexpress,Sauerbraten,8,,,,STAFF-05
2025-03-06,09:33:39,20250306001,card,5108-7511-3994-7160,mastercard,Ayam Balado,8,81745239,Jamima,Stairmond,STAFF-07
2025-03-06,09:33:39,20250306001,card,5108-7511-3994-7160,mastercard,Ayam Balado,8,81745239,Jamima,Stairmond,STAFF-07
2025-03-06,09:35:53,20250306002,card,4017-9544-5468-2000,visa,Rinderrouladen,16.0,94023098,Ibrahim,Karlqvist,STAFF-09
2025-03-06,09:35:53,20250306002,card,4017-9544-5468-2000,visa,Rinderrouladen,16.0,94023098,Ibrahim,Karlqvist,STAFF-09
2025-03-06,09:35:53,20250306002,card,4017-9544-5468-2000,visa,Rinderrouladen,16.0,94023098,Ibrahim,Karlqvist,STAFF-09
2025-03-06,09:35:53,20250306002,card,4017-9544-5468-2000,visa,Thunder Tea Rice,16.0,94023098,Ibrahim,Karlqvist,STAFF-11
2025-03-06,09:35:53,20250306002,card,4017-9544-5468-2000,visa,Thunder Tea Rice,16.0,94023098,Ibrahim,Karlqvist,STAFF-11
2025-03-06,09:35:53,20250306002,card,4017-9544-5468-2000,visa,Thunder Tea Rice,16.0,94023098,Ibrahim,Karlqvist,STAFF-11
2025-03-06,10:56:47,20250306003,card,4041-5983-0923-0064,visa,Gudeg,13,96635216,Hurley,Jiggins,STAFF-10
2025-03-06,10:56:47,20250306003,card,4041-5983-0923-0064,visa,Gudeg,13,96635216,Hurley,Jiggins,STAFF-10
2025-03-06,10:56:47,20250306003,card,4041-5983-0923-0064,visa,Gudeg,13,96635216,Hurley,Jiggins,STAFF-10
2025-03-06,10:56:47,20250306003,card,4041-5983-0923-0064,visa,Gudeg,13,96635216,Hurley,Jiggins,STAFF-12
